N,P,K,temperature,humidity,ph,rainfall,label,frost_risk,pest_pressure,crop_density
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,0.9441917403406768,0.4369381933201801,0.4294569573035815
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,0.1543311666662434,0.3706593535063653,0.017152002681801892
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,0.20105191433327038,0.710619933507135,0.05604343626093855
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,0.7717226267603705,0.6668465584370307,0.17819334225707179
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,0.7514196317584985,0.6696453602501272,0.5616564263946315
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice,0.805873051686904,0.8995235489134787,0.3815055805868807
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,0.2898163337518785,0.3410697948328593,0.28591639471216806
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,0.2404766928470592,0.4255620467503647,0.7291087583734863
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,0.49510138847872304,0.41540766052311984,0.07591220706344443
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,0.7230787871996925,0.455664216358206,0.6209039751292611
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice,0.8726041321926508,0.3216041836859389,0.37639397748457887
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice,0.1098609639006588,0.04965420800247248,0.7198030719263238
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,0.41038448796255006,0.4671266373334817,0.39961673854614205
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,0.7108182281530168,0.019654101766629208,0.23921161665357565
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,0.8747719333534103,0.18564791859848356,0.9967769652720375
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice,0.9770791639180592,0.026833717349896095,0.07925466239021789
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,0.06804408222456138,0.6271094983084673,0.17484559542965022
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,0.21112006994248997,0.45720209066261186,0.5441882335524622
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,0.4221338594735783,0.13384718712775406,0.978733110784346
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,0.06064874292569041,0.7953049635486471,0.8504578391248308
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,0.4729946549820478,0.8217852223702484,0.6557607012618321
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,0.8828726932820473,0.863806964687704,0.036088804676573494
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice,0.3690259230471969,0.4337274209290549,0.13530985936347711
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,0.15491072390104527,0.9010151057820595,0.6057388279699034
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,0.10314792523103107,0.9901515869248335,0.25164677247080064
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,0.18297204600304137,0.8856241234397164,0.1175300474913144
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice,0.02954460021314723,0.12766067934601413,0.8707712042408124
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,0.9566073520516832,0.5149966090349135,0.0480723323773522
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,0.10987941800556329,0.10978363199215496,0.7305845790842045
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,0.40438042751787373,0.4154443826862239,0.6039834444457464
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,0.4128198537244742,0.9854728434085506,0.48537773033552706
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,0.6239011620225936,0.2594406519323663,0.3296463635123474
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,0.4999214337324653,0.7062655379500554,0.6760737319689119
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,0.368813561885213,0.14402551915400888,0.5780276719398463
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,0.783588683408902,0.9944610731231766,0.4005540916092594
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,0.7316377563684924,0.10921051352813575,0.14123807682194162
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,0.8328447108821804,0.5130959299706536,0.0839422580822034
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,0.10439779875818063,0.7021029486573641,0.42326498530878504
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,0.3263288237843625,0.5935929211515678,0.5893977956878407
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,0.20892481735406243,0.08667130653344131,0.026884173837368075
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,0.7436839841018164,0.10415083336378671,0.8916264556343092
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,0.3073941885889143,0.011726220950057716,0.624865606263658
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice,0.7796073395472787,0.2861366584971347,0.6501309242534661
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice,0.6625313721800924,0.1341455541886583,0.15340635904959166
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,0.2362444749559445,0.47828837587221046,0.4543421445989168
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice,0.23225133362125222,0.668772868397984,0.8592510928399566
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,0.018585672757956275,0.2349590034544597,0.15467609845493002
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,0.433753692776608,0.6646993091023509,0.13591169731820119
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice,0.5859274683740165,0.32270886653300523,0.5841631480319092
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,0.7593319315453106,0.41707064806176913,0.6988871038900777
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice,0.7508347154546775,0.3120133707085609,0.14315842419614666
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice,0.5284682375579578,0.8521316038790948,0.4211125570445729
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,0.442276424215095,0.15530896133884084,0.033821757444791434
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,0.7950256472529573,0.2998412785297298,0.6239962854660903
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,0.0366423907032539,0.2215075369612462,0.6928137737155384
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,0.6249633558582984,0.47611666147670745,0.43210843153352246
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,0.487144559064263,0.8131389361119622,0.15869538066360295
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,0.3454004179434347,0.8583055398001702,0.7718258081173677
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice,0.9181112530395273,0.2009575625603656,0.9204953664588937
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,0.6529770304802025,0.6213293032293392,0.8051053059414486
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,0.3308330186394667,0.7464963348175705,0.1603578521559879
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,0.5730566184003762,0.06913211571953584,0.8426207473055483
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice,0.6027117126659259,0.9932740392829905,0.13455403328014143
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,0.7557982449362404,0.05221431658078941,0.22399757287722105
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice,0.622387083211483,0.12694819488800438,0.8175457940541344
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,0.6361109459522019,0.9254144967826344,0.746232434210166
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice,0.7922014055094909,0.7906776361895197,0.011978242899643887
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,0.6454694944378728,0.042461765871604315,0.3351943587337342
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,rice,0.5217977407688076,0.45191456329310764,0.4289951925891446
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice,0.5756006717760547,0.8305669382235678,0.748086864153577
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice,0.9823585397830651,0.039401797123956916,0.8099881517441316
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,0.12049758771040375,0.21688356485478977,0.4978016430202847
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,0.01936122729946742,0.8948378140928429,0.6577378995134002
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice,0.31928983569986324,0.33895801549901655,0.1989273008344718
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,0.48153384514224223,0.8880192977099323,0.15216785241554476
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice,0.908981631568679,0.6962886554402667,0.16065851441396178
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,0.08682830240515721,0.6965316434930049,0.3762753475163568
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,0.19883319725158954,0.05176126562048241,0.7301531819476856
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,0.553553408856285,0.291148500174461,0.032047083326875725
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,maize,0.6172926533204819,0.912218397047603,0.8274594903929635
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize,0.06753239086889959,0.15819852456771225,0.6174347509736444
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,0.7795006962876609,0.5224801636213967,0.332692775876207
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,0.676645512497577,0.5204450768279406,0.15713031433114683
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,0.44137052779231084,0.5531889756427897,0.21745065831924498
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,0.649008294950068,0.632283242655236,0.3568648808031623
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,0.02748276163800272,0.49208868991642835,0.47871536576812784
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize,0.4785454879824838,0.6260892908914568,0.5667674973579566
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize,0.12978890238912089,0.7355298989872496,0.05163287259151422
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,0.6271359321013686,0.7315257949967507,0.5035969108098681
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,0.6625254783157718,0.3191337551103458,0.5404991806104125
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize,0.31890681857168335,0.45215162149768345,0.22123043321827013
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize,0.17829796516341676,0.4636918787416898,0.5035343640884415
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,0.6777195498321985,0.04142829739787244,0.2319992452638729
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize,0.5242209183575051,0.7005079745958989,0.610100289855924
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize,0.14954255732419408,0.8848076550762201,0.20500483772551398
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize,0.6473593736642048,0.12768724179794666,0.39129353745456946
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize,0.04362691367657603,0.3473678188893532,0.5784781124621359
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize,0.576381654677473,0.2554595601068098,0.8369308839452954
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,0.49732713424602115,0.8672383253602263,0.581458905400466
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize,0.731911156250521,0.949281408563005,0.2769884098938948
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,0.4221748206502392,0.2673994772999007,0.16455160146817216
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,0.46465727203935936,0.8379033690743405,0.013134197526738112
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,maize,0.49548194949258895,0.5788781449571989,0.8805580187324309
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,0.8246802340756524,0.40965218474512166,0.5610858341147076
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,0.7246415140487912,0.7202193746884908,0.31686786710590525
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,0.6186100883301796,0.1302894087355382,0.9073628769965483
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,0.09128381099675595,0.09150819488252815,0.6829635268206604
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,0.8486070507255219,0.4335894657867309,0.5080729673199289
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize,0.5220707711762648,0.6256223739949198,0.36555261910987796
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,0.7643717305361537,0.014349595337946379,0.008818573419580034
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,0.972660545160324,0.3209535519433088,0.22935983162335255
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,0.20808580706743968,0.6869873270893739,0.4879246596816165
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize,0.8804423895336846,0.7231665324393085,0.0312570213254047
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,maize,0.4674762034285833,0.15696166537752912,0.1939115399810682
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,0.7683342997671151,0.9710040363967883,0.26379272287889616
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,0.975007084107131,0.38852946104584385,0.5730848194987268
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,0.4844257286108002,0.331120811587238,0.6356272349618182
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,maize,0.012388241208088084,0.5335322927223124,0.9962753152891932
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,0.32828893773944867,0.37174045063219596,0.5141796355928112
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,0.9315466591082076,0.7632261498402324,0.18694253338953665
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,0.10678733254946365,0.005236017552348281,0.13618496414822578
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,0.4280787111038865,0.0,0.2870084023359862
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,0.39814247072947895,0.20774785200721463,0.16549751403233476
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,0.017819593029257685,0.5708057419202303,0.5013587343634773
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,0.30912876988070354,0.27893484668465124,0.07842418454217076
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,0.4659287621456478,0.08636664903946457,0.6174070923160309
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,0.6018553596130378,0.7947542957966288,0.6603419242150212
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,0.8793453962709191,0.5499771382072541,0.9237675045638261
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,0.3763451379755127,0.9991585129316346,0.3441868872131582
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize,0.257641235762837,0.3584866765292104,0.6967092507278536
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,0.0818652821407505,0.6275167299721225,0.3794727353511828
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,0.7641155738156326,0.9988802472757379,0.856846494220638
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,0.46638120453380333,0.523218095268751,0.7442823081710523
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,0.3738367649634216,0.11142591485515463,0.732774538327849
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,0.1004594974755661,0.18946620248529536,0.7366496959488715
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,0.49479756019761134,0.19991139166114547,0.855965495183695
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,0.6446169512662755,0.11534984087079518,0.45217563267753463
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,0.6525505165605612,0.4044418068943514,0.8966816604542651
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,0.7846695921797312,0.7416385772954927,0.11667254775860214
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize,0.49063335883851494,0.10331914213470347,0.5100933456490784
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,0.7937737168193235,0.1462810396696654,0.4907479836965239
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,0.17017481290434913,0.509303938016609,0.8444831377357773
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,0.804984710940924,0.18201609713782738,0.6057452061405086
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,0.4836184235544264,0.7809778915663944,0.09002914051323996
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,0.6795181725077364,0.9869437210814469,0.6837438428687093
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize,0.6100286379744364,0.8334968763584005,0.08579650149537033
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize,0.18116237549747982,0.8154894720621482,0.13511442558212405
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,0.07474308304757424,0.16610472701353718,0.43301009993102973
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,0.8185455457907658,0.24073783247242775,0.8537465442182077
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,0.21815769578583233,0.3992498477998578,0.2127058363814806
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,0.49359742750199087,0.7061944155034623,0.04607292278118885
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,0.07326702354196069,0.47349771426446013,0.46829049313351073
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,0.9532201637488817,0.622961543861641,0.9881370868894104
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,0.5552931805078828,0.5110818294746925,0.4479809261130298
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,0.3992657510909525,0.09997708777778715,0.3573267847696516
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,0.08014044873402457,0.5700440986684127,0.4122672277082992
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,0.38294836799833853,0.44732550261453485,0.027390966900116775
63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,maize,0.16323813133798978,0.05045925685960219,0.27762624522857077
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,0.030787240821264328,0.964856230566029,0.6258208474025355
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,0.8954564914060054,0.5069958705688615,0.19399573234010653
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,0.044848309117981947,0.4553614439814357,0.030537810865921333
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize,0.11717882587083744,0.4365860244057186,0.0564753477930548
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize,0.8959396191192133,0.5741290415810432,0.0528929181683791
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,0.6887467611623133,0.04459242290263299,0.7970697861678346
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize,0.9922826142697746,0.9499609181737227,0.09560447986898207
65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,maize,0.31105051249800025,0.8387460667624703,0.7948633848544817
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,0.3393970079078549,0.3167856478580153,0.5491728287210043
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize,0.36578203569013246,0.02404320291869864,0.20540373604952272
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,0.6845099978291432,0.5643097948327243,0.9600696411792413
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,0.4472825870641301,0.7647207370255964,0.6717356484152093
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,0.6791368668018625,0.953951647195145,0.4801675085312513
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,0.09972060337630538,0.7388506840206402,0.4407967749082277
87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,maize,0.16869323006834133,0.6499156973752208,0.8332369293305522
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,0.3414391290685486,0.43871114549851914,0.5559655607574534
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,0.30999867345335147,0.47720492875446047,0.331097110593549
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize,0.4038036644203619,0.3274920454490161,0.2045755230407788
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,0.45148181440587126,0.9943909803810539,0.012689817672634829
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize,0.9174614995278073,0.27694663271619724,0.6123114945036454
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,0.25931924165201625,0.9939701477114585,0.0871544303338006
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,0.8863086126872991,0.8422568078221062,0.9699457696240628
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,0.09987864393206546,0.3309547815689725,0.2995755288258159
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea,0.8166473396634275,0.38166251812638546,0.8328681601917152
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,0.20970250388095762,0.9550104220991349,0.6152066575255433
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea,0.9051236834436669,0.914964660576687,0.09426766187211927
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea,0.18153135882659327,0.6484990467683975,0.9475453464102233
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea,0.3833915106446751,0.4492615105394939,0.9858531628952394
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,0.7525033954805179,0.6608621513344419,0.16854925760793033
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,0.7611578961841443,0.27799873424089944,0.4777315366771629
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,0.5322688884226051,0.0878906466118219,0.6545036181883994
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea,0.8158108527857514,0.6961738069174922,0.4253735516295702
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,0.4572062866109938,0.2519562982117866,0.04680136982430755
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea,0.3744558001349402,0.8881308763969944,0.06961596124862612
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,0.046288202455726936,0.4710554230608488,0.608007627630653
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,0.6383664607709095,0.7421948294572055,0.3326936290162957
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea,0.011801847954944192,0.29525657477133527,0.9468651384924798
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,0.029554684209105467,0.016211409706826607,0.694803401951632
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,0.49228246270831794,0.6688617865074176,0.3645276503294215
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,0.5502718032764242,0.7359618608335847,0.056177124131596645
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,0.029754349311875195,0.943930088095761,0.9922477347638872
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea,0.4800476374908817,0.917754927505677,0.8316209328735698
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,0.3329748844803076,0.8056723348845444,0.6962948966992764
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,0.18826856168861825,0.15303687882313352,0.3995970383564697
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,0.018808520317296108,0.5417429412740766,0.49143210081112226
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea,0.3748096914461757,0.7452065671123579,0.8704691861595584
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,0.4503087141140107,0.7892847316578224,0.5761020452637831
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,0.6034028388251358,0.410055478706313,0.9914418513015613
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea,0.7495078595981375,0.624502549352467,0.560426091329568
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea,0.7400375738747194,0.2637825578654772,0.7752560306694294
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,0.9955711971834884,0.3058499060420874,0.6109225068991193
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,0.0,0.010103957568756192,0.1706106007302704
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,0.645968744903005,0.46791527672744876,0.8848689776807706
